Sentence,CEFR
The new business was eating away his fortune.,A1
William asked Sandra if she planned the entire thing.,A1
Tom and Mary said they don't know what to do.,A1
"Who do you want to see? ""I want to see Tom.""",A1
Mary stayed with me when she came to Boston.,A1
Tom said he's been forgiven for doing that.,A1
Tom didn't know Mary was going to be here today.,A1
Tom hopes Mary knows that she has to do everything John thinks she should do.,A1
What do you need school for when you have the Internet?,A1
I still think that Tom doesn't understand what's going on.,A1
I've been studying French for three hours.,A1
Some would say that he's playing with fire.,A1
That's not something Tom really wants to do.,A1
We've known each other for many years now.,A1
What kind of music do you think Tom and Mary like?,A1
Tom has been sick in bed about three months.,A1
"Tom said he wouldn't do that again, but he did.",A1
"This time tomorrow, we will be having breakfast in Athens.",A1
Tom doesn't know the difference between Monaco and Munich.,A1
I don't think I've ever seen Tom do that.,A1
Yanni was taking out his anger on Skura.,A1
Tom and Mary told me they were looking for John.,A1
"Tom and Mary can read some French, but they can't speak it at all.",A1
"The sooner we start, the sooner we'll finish.",A1
Tom is going to be back on his feet soon.,A1
Tom said we couldn't do anything about it.,A1
Tom told me you ate at Chuck's Diner last night.,A1
You should've let Tom and Mary do what they wanted to do.,A1
Mary said that she enjoyed your party a lot.,A1
How do you know you're not mistaking me for someone else?,A1
They told me that they weren't very hungry.,A1
Your dog needs more exercise to stay healthy.,A1
It's hard to talk about things like this.,A1
You should do all you can to help your neighbours.,A1
He was very sick but his health is improving.,A1
I really don't understand what's up with her.,A1
Tom said that just doing that isn't good enough.,A1
Tom doesn't permit his children to do that.,A1
"When leaving the bathroom, wash your hands.",A1
Tom could tell that Mary wasn't listening.,A1
I think Tom and Mary have both never been to Boston.,A1
"You're the tallest in your class, aren't you?",A1
Tom and Mary didn't want to do that on their own.,A1
I really enjoy watching Premier League matches.,A1
I'm not leaving here until I talk to Tom.,A1
I don't think Tom knows where Mary went.,A1
We should do something about that today.,A1
"Tom started laughing and everybody else started laughing, too.",A1
Tom said that he doesn't think Mary has to do that until October.,A1
I don't know where Tom and Mary are from.,A1
Martino listened to Berber all the time.,A1
I'm feeling so much better than yesterday.,A1
Tom and Mary met three years ago in Boston.,A1
Do you think you can make things better?,A1
Tom thought that Mary would enjoy doing that.,A1
"Mary took more than one picture, didn't she?",A1
Tom said that he planned on staying until next Monday.,A1
Sooner or later somebody will have to tell Tom and Mary that they have to do that.,A1
Why didn't you tell me Tom shouldn't do that?,A1
He was trying so hard that he turned red.,A1
Tom and his father work on the same construction crew.,A1
Tom and Mary said they'd do that for free if it didn't take longer than three hours.,A1
I'd like some coffee if you are making some.,A1
Mary has been told she shouldn't do that.,A1
New buildings are being built in Algiers.,A1
Tom and Mary haven't said what they plan to do.,A1
Karl helped Amelia with her bags to her room.,A1
Tom and Mary wanted me to teach them how to do that.,A1
Wha- Dad! What is this?! You said nobody was here.,A1
Tom told Mary that she'd done the right thing.,A1
Tom is the one who showed me how to do it.,A1
Tom finished his homework before going to sleep.,A1
I think Tom to stay here and wait for Mary.,A1
They said that they're willing to do this.,A1
I'll call and let Tom know that we're on our way.,A1
"When you don't have what you love, you should love what you have.",A1
What do the French think about Napoleon today?,A1
Tom has a sister who likes to play tennis.,A1
Sami was struggling with this all the time.,A1
I don't think Tom has ever been here before.,A1
Tom was one of the last people to leave the party.,A1
Yanni knows the difference between them.,A1
I spent three weeks in Australia last summer.,A1
Tom and Mary said they didn't sleep much Monday night.,A1
"Tom could be in the kitchen, but I don't know.",A1
"If you don't want me to do this, I'll stop.",A1
Tom took out his pencil and started to write.,A1
I told Tom and Mary to stay where they were.,A1
I'm pretty sure we haven't done anything we didn't have to do.,A1
"On the radio, they said that it was going to be cold.",A1
Someone stands at the door. Go see who it is!,A1
What're they going to do to Tom and Mary?,A1
I haven't done that in a very long time.,A1
Tom says Mary isn't the one who did that.,A1
Gabriel heard a scream from the other room.,A1
"Sometimes I walk to work, and sometimes I ride my bike, because I live very close to work.",A1
He has been trying to get to sleep for three hours now.,A1
Tom and Mary said they didn't have very much money on them right now.,A1
Tom and Mary say they're going to find out what needs to be done.,A1
Tom and Mary aren't going to lie to you.,A1
I'd like to call her. Do you have her phone number?,A1
Tom isn't the kind of person who'd say something like that.,A1
I know that you still can't do that very well.,A1
"If you don't want this, I'll give it to someone else.",A1
I know Tom doesn't know why Mary wants us to do that.,A1
I've never asked Tom to work late on a Monday.,A1
It isn't hard to see why you don't like Tom.,A1
Tom said that he didn't know what he should do.,A1
No one bought anything Tom was trying to sell.,A1
Mary told Tom that she didn't think John was impressed.,A1
I'd better start looking for another job.,A1
Mary said that she didn't really like doing that.,A1
"I'm not slow to forgive, but I remember everything.",A1
You could do it if you really wanted to.,A1
I think that you'll have fun doing that.,A1
I didn't know that Tom knew who needed to do that.,A1
I've known Tom a lot longer than you have.,A1
"Tom and Mary don't really mean that, do they?",A1
"Tomorrow, I'm going to buy what we need.",A1
Tom and Mary said they thought John was in no rush to do that.,A1
Tom wanted to know what we planned to do.,A1
Mary said she's been told to do that again.,A1
Why did it take so much time to do that?,A1
Mennad was riding to Cairo to go to his house.,A1
Sami and Layla had a picture-perfect life.,A1
I want you to know that I always think about you.,A1
They say that they haven't joined any clubs.,A1
How long does it take you to get ready for school?,A1
When was the last time you painted a picture?,A1
This is something that we need to work on together.,A1
They were excited about their travel plans.,A1
"Because it was raining, I didn't do that.",A1
The children are going to school by bus.,A1
The meeting needs to begin as soon as possible.,A1
Tom thought that Mary was from Australia.,A1
I don't know which way things will turn out for him.,A1
Tom drank a lot when he was living in Boston.,A1
"If you want to get good at understanding French, then watch movies in French.",A1
Were you the one who asked Tom to help me?,A1
I know that Tom won't have time to do that with us today.,A1
Teachers can't date students and hope to keep their jobs.,A1
Why don't you come over here and help me?,A1
I'll speak to Tom about that right away.,A1
Why do you always want to do things the hard way?,A1
I'm still trying to find out what needs to be done.,A1
I don't want to associate with Yumiko; she usually tells lies.,A1
Tom thought that Mary would probably be willing to help.,A1
Tom wants to know when we're going to leave.,A1
Tom said that he's happy that Mary is back from Boston.,A1
I think that Tom thinks that I think that.,A1
I thought that Tom had something to tell you.,A1
Days are beginning to get shorter again.,A1
"If you're not feeling good today, you should stay home. ""No, no. I'll be fine.""",A1
This cook cooks different meals every day.,A1
How did Boldi end up in Martha's class again?,A1
Mary looked like she was ready to leave.,A1
It would probably be wise to do that by yourself.,A1
I have nothing in common with Tom so I don't know what to talk about.,A1
Wouldn't you have spoken to me if you'd known I was a man?,A1
The book is being written by my husband.,A1
They still maintain their Berber language.,A1
This is one of the websites that I use every day.,A1
Tom was sick in bed and couldn't go to work yesterday.,A1
Maybe Tom doesn't know that Mary has to do that.,A1
I thought that you said you were finished doing that.,A1
Mary was very sorry for what she had done.,A1
He'll be here for a few days to keep me company.,A1
Tom still doesn't have the courage to tell Mary what he's done.,A1
The apartment that I'm living in isn't very large.,A1
My name is Ziri Yazid and I'm your Berber teacher.,A1
You never told me about this. That's not right.,A1
Robert stopped in front of the window of Sandra's house.,A1
